Fecha,SKU_ID,CEDI,Ventas_Unidades,Stock_Actual,Lead_Time_Dias,Promocion_Activa,Precio_Combustible_MXN,Clima,Costo_Quiebre_Stock_Diario,Costo_Transferencia_Unidad,Demanda_Futura_LT,Target_Riesgo_Quiebre,Ventas_Lag_1d,Stock_Lag_1d,Ventas_Media_3d,Ventas_Media_7d,Ventas_Max_7d,Demanda_Estimada_LT,Dias_Cobertura,Gap_Estimado_LT,Ratio_Cobertura_LT,Dia_Semana,Semana_Anio,Dia_Mes,Promocion_Activa_Num
2024-03-29,HZ-Atun-Agua-140g,CEDI_Bajio,99,430,5,0,23.3,Despejado,8000,11.23,498.0,1,87.0,363.0,95.66666666666667,99.28571428571429,116.0,496.42857142857144,4.330935251798561,-66.42857142857144,0.8661870503597122,4,13,29,0
2024-03-30,HZ-Atun-Agua-140g,CEDI_Bajio,104,160,5,0,23.98,Despejado,8000,12.33,495.0,1,99.0,430.0,98.33333333333333,99.57142857142857,116.0,497.85714285714283,1.6068866571018652,-337.85714285714283,0.32137733142037306,5,13,30,0
2024-03-31,HZ-Atun-Agua-140g,CEDI_Bajio,95,1039,5,0,23.26,Lluvia,8000,10.13,500.0,0,104.0,160.0,96.66666666666667,99.71428571428571,116.0,498.57142857142856,10.41977077363897,540.4285714285714,2.0839541547277936,6,13,31,0
2024-04-01,HZ-Atun-Agua-140g,CEDI_Bajio,101,1518,5,0,23.76,Despejado,8000,10.02,483.0,0,95.0,1039.0,99.33333333333333,100.14285714285714,116.0,500.71428571428567,15.158345221112697,1017.2857142857143,3.0316690442225394,0,14,1,0
2024-04-02,HZ-Atun-Agua-140g,CEDI_Bajio,100,1793,5,0,24.1,Despejado,8000,9.02,476.0,0,101.0,1518.0,100.0,98.0,109.0,490.0,18.29591836734694,1303.0,3.659183673469388,1,14,2,0
2024-04-03,HZ-Atun-Agua-140g,CEDI_Bajio,98,1629,5,0,23.33,Lluvia,8000,9.73,483.0,0,100.0,1793.0,98.66666666666667,99.28571428571429,109.0,496.42857142857144,16.407194244604316,1132.5714285714284,3.281438848920863,2,14,3,0
2024-04-04,HZ-Atun-Agua-140g,CEDI_Bajio,101,1021,5,0,23.73,Despejado,8000,10.69,481.0,0,98.0,1629.0,99.66666666666667,97.71428571428571,104.0,488.57142857142856,10.448830409356725,532.4285714285714,2.0897660818713453,3,14,4,0
2024-04-05,HZ-Atun-Agua-140g,CEDI_Bajio,100,502,5,0,23.11,Lluvia,8000,9.22,494.0,0,101.0,1021.0,99.66666666666667,99.71428571428571,104.0,498.57142857142856,5.034383954154728,3.428571428571445,1.0068767908309455,4,14,5,0
2024-04-06,HZ-Atun-Agua-140g,CEDI_Bajio,84,759,5,0,24.3,Lluvia,8000,9.6,494.0,0,100.0,502.0,99.66666666666667,99.85714285714286,104.0,499.28571428571433,7.600858369098712,259.71428571428567,1.5201716738197424,5,14,6,0
2024-04-07,HZ-Atun-Agua-140g,CEDI_Bajio,93,134,5,0,23.47,Despejado,8000,10.73,488.0,1,84.0,759.0,95.0,97.0,101.0,485.0,1.3814432989690721,-351.0,0.27628865979381445,6,14,7,0
2024-04-08,HZ-Atun-Agua-140g,CEDI_Bajio,105,1688,5,0,23.71,Despejado,8000,7.73,484.0,0,93.0,134.0,92.33333333333333,96.71428571428571,101.0,483.57142857142856,17.45347119645495,1204.4285714285716,3.4906942392909897,0,15,8,0
2024-04-09,HZ-Atun-Agua-140g,CEDI_Bajio,99,471,5,0,23.9,Despejado,8000,11.97,471.0,1,105.0,1688.0,94.0,97.28571428571429,105.0,486.42857142857144,4.841409691629956,-15.428571428571445,0.9682819383259912,1,15,9,0
2024-04-10,HZ-Atun-Agua-140g,CEDI_Bajio,113,109,5,0,23.0,Despejado,8000,10.37,451.0,1,99.0,471.0,99.0,97.14285714285714,105.0,485.71428571428567,1.1220588235294118,-376.71428571428567,0.22441176470588237,2,15,10,0
2024-04-11,HZ-Atun-Agua-140g,CEDI_Bajio,84,1943,5,0,23.59,Despejado,8000,10.89,483.0,0,113.0,109.0,105.66666666666667,99.28571428571429,113.0,496.42857142857144,19.56978417266187,1446.5714285714284,3.913956834532374,3,15,11,0
2024-04-12,HZ-Atun-Agua-140g,CEDI_Bajio,87,167,5,0,23.01,Despejado,8000,9.67,505.0,1,84.0,1943.0,98.66666666666667,96.85714285714286,113.0,484.28571428571433,1.7241887905604718,-317.28571428571433,0.3448377581120944,4,15,12,0
2024-04-13,HZ-Atun-Agua-140g,CEDI_Bajio,101,1860,5,0,22.92,Tormenta,8000,8.77,492.0,0,87.0,167.0,94.66666666666667,95.0,113.0,475.0,19.57894736842105,1385.0,3.9157894736842107,5,15,13,0
2024-04-14,HZ-Atun-Agua-140g,CEDI_Bajio,86,1319,5,0,23.32,Despejado,8000,10.32,513.0,0,101.0,1860.0,90.66666666666667,97.42857142857143,113.0,487.14285714285717,13.538123167155424,831.8571428571429,2.707624633431085,6,15,14,0
2024-04-15,HZ-Atun-Agua-140g,CEDI_Bajio,93,1670,5,1,22.97,Despejado,8000,10.93,534.0,0,86.0,1319.0,91.33333333333333,96.42857142857143,113.0,482.14285714285717,17.31851851851852,1187.857142857143,3.4637037037037035,0,16,15,1
2024-04-16,HZ-Atun-Agua-140g,CEDI_Bajio,116,1120,5,0,23.41,Lluvia,8000,10.7,508.0,0,93.0,1670.0,93.33333333333333,94.71428571428571,113.0,473.57142857142856,11.82503770739065,646.4285714285714,2.3650075414781297,1,16,16,0
2024-04-17,HZ-Atun-Agua-140g,CEDI_Bajio,109,1256,5,0,22.8,Tormenta,8000,9.9,487.0,0,116.0,1120.0,98.33333333333333,97.14285714285714,116.0,485.71428571428567,12.929411764705883,770.2857142857143,2.5858823529411765,2,16,17,0
2024-04-18,HZ-Atun-Agua-140g,CEDI_Bajio,88,252,5,0,23.72,Despejado,8000,10.55,521.0,1,109.0,1256.0,106.0,96.57142857142857,116.0,482.85714285714283,2.609467455621302,-230.85714285714283,0.5218934911242604,3,16,18,0
2024-04-19,HZ-Atun-Agua-140g,CEDI_Bajio,107,1722,5,0,24.05,Despejado,8000,11.94,524.0,0,88.0,252.0,104.33333333333333,97.14285714285714,116.0,485.71428571428567,17.726470588235294,1236.2857142857142,3.5452941176470594,4,16,19,0
2024-04-20,HZ-Atun-Agua-140g,CEDI_Bajio,114,249,5,0,23.63,Lluvia,8000,9.6,515.0,1,107.0,1722.0,101.33333333333333,100.0,116.0,500.0,2.49,-251.0,0.498,5,16,20,0
2024-04-21,HZ-Atun-Agua-140g,CEDI_Bajio,90,144,5,0,23.32,Despejado,8000,10.61,520.0,1,114.0,249.0,103.0,101.85714285714286,116.0,509.28571428571433,1.4137447405329593,-365.28571428571433,0.28274894810659185,6,16,21,0
2024-04-22,HZ-Atun-Agua-140g,CEDI_Bajio,88,1898,5,0,23.14,Despejado,8000,10.16,527.0,0,90.0,144.0,103.66666666666667,102.42857142857143,116.0,512.1428571428571,18.529986052998606,1385.857142857143,3.705997210599721,0,17,22,0
2024-04-23,HZ-Atun-Agua-140g,CEDI_Bajio,122,1536,5,0,23.79,Tormenta,8000,11.0,511.0,0,88.0,1898.0,97.33333333333333,101.71428571428571,116.0,508.57142857142856,15.10112359550562,1027.4285714285716,3.020224719101124,1,17,23,0
2024-04-24,HZ-Atun-Agua-140g,CEDI_Bajio,110,1418,5,0,23.72,Despejado,8000,11.77,495.0,0,122.0,1536.0,100.0,102.57142857142857,122.0,512.8571428571429,13.824512534818941,905.1428571428571,2.764902506963788,2,17,24,0
2024-03-01,HZ-Atun-Agua-140g,CEDI_Norte,86,1842,3,0,23.11,Despejado,8000,9.66,302.0,0,86.0,1842.0,86.0,86.0,86.0,258.0,21.41860465116279,1584.0,7.1395348837209305,4,9,1,0
2024-03-02,HZ-Atun-Agua-140g,CEDI_Norte,102,1585,3,0,23.39,Despejado,8000,11.21,286.0,0,86.0,1842.0,86.0,86.0,86.0,258.0,18.430232558139537,1327.0,6.1434108527131785,5,9,2,0
2024-03-03,HZ-Atun-Agua-140g,CEDI_Norte,98,788,3,1,22.61,Lluvia,8000,9.28,287.0,0,102.0,1585.0,94.0,94.0,102.0,282.0,8.382978723404255,506.0,2.7943262411347516,6,9,3,1
2024-03-04,HZ-Atun-Agua-140g,CEDI_Norte,102,763,3,0,23.34,Despejado,8000,8.9,276.0,0,98.0,788.0,95.33333333333333,95.33333333333333,102.0,286.0,8.003496503496503,477.0,2.667832167832168,0,10,4,0
2024-03-05,HZ-Atun-Agua-140g,CEDI_Norte,86,1805,3,1,24.4,Lluvia,8000,10.43,300.0,0,102.0,763.0,100.66666666666667,97.0,102.0,291.0,18.608247422680414,1514.0,6.202749140893471,1,10,5,1
2024-03-06,HZ-Atun-Agua-140g,CEDI_Norte,99,396,3,0,23.37,Despejado,8000,9.0,283.0,0,86.0,1805.0,95.33333333333333,94.8,102.0,284.4,4.177215189873418,111.60000000000002,1.3924050632911393,2,10,6,0
2024-03-07,HZ-Atun-Agua-140g,CEDI_Norte,91,1221,3,0,23.62,Tormenta,8000,10.73,278.0,0,99.0,396.0,95.66666666666667,95.5,102.0,286.5,12.785340314136125,934.5,4.261780104712042,3,10,7,0
2024-03-08,HZ-Atun-Agua-140g,CEDI_Norte,110,1334,3,0,23.02,Despejado,8000,9.65,266.0,0,91.0,1221.0,92.0,94.85714285714286,102.0,284.57142857142856,14.063253012048191,1049.4285714285716,4.687751004016064,4,10,8,0
2024-03-09,HZ-Atun-Agua-140g,CEDI_Norte,82,1439,3,1,23.95,Lluvia,8000,11.77,272.0,0,110.0,1334.0,100.0,98.28571428571429,110.0,294.8571428571429,14.640988372093023,1144.142857142857,4.880329457364341,5,10,9,1
2024-03-10,HZ-Atun-Agua-140g,CEDI_Norte,86,331,3,0,23.43,Tormenta,8000,9.47,285.0,0,82.0,1439.0,94.33333333333333,95.42857142857143,110.0,286.2857142857143,3.468562874251497,44.71428571428572,1.156187624750499,6,10,10,0
2024-03-11,HZ-Atun-Agua-140g,CEDI_Norte,98,1634,3,0,23.32,Despejado,8000,10.95,303.0,0,86.0,331.0,92.66666666666667,93.71428571428571,110.0,281.1428571428571,17.4359756097561,1352.857142857143,5.8119918699187,0,11,11,0
2024-03-12,HZ-Atun-Agua-140g,CEDI_Norte,88,1540,3,0,23.46,Lluvia,8000,9.02,325.0,0,98.0,1634.0,88.66666666666667,93.14285714285714,110.0,279.42857142857144,16.533742331288344,1260.5714285714284,5.511247443762781,1,11,12,0
2024-03-13,HZ-Atun-Agua-140g,CEDI_Norte,99,1433,3,0,24.06,Despejado,8000,9.7,328.0,0,88.0,1540.0,90.66666666666667,93.42857142857143,110.0,280.2857142857143,15.337920489296636,1152.7142857142858,5.112640163098879,2,11,13,0
2024-03-14,HZ-Atun-Agua-140g,CEDI_Norte,116,1921,3,0,24.08,Despejado,8000,10.26,308.0,0,99.0,1433.0,95.0,93.42857142857143,110.0,280.2857142857143,20.5611620795107,1640.7142857142858,6.853720693170235,3,11,14,0
2024-03-15,HZ-Atun-Agua-140g,CEDI_Norte,110,1871,3,0,23.92,Despejado,8000,11.05,307.0,0,116.0,1921.0,101.0,97.0,116.0,291.0,19.288659793814432,1580.0,6.429553264604811,4,11,15,0
2024-03-16,HZ-Atun-Agua-140g,CEDI_Norte,102,1436,3,0,23.91,Despejado,8000,9.92,287.0,0,110.0,1871.0,108.33333333333333,97.0,116.0,291.0,14.804123711340207,1145.0,4.934707903780069,5,11,16,0
2024-03-17,HZ-Atun-Agua-140g,CEDI_Norte,96,1182,3,0,23.42,Despejado,8000,10.03,290.0,0,102.0,1436.0,109.33333333333333,99.85714285714286,116.0,299.57142857142856,11.836909871244634,882.4285714285714,3.945636623748212,6,11,17,0
2024-03-18,HZ-Atun-Agua-140g,CEDI_Norte,109,1704,3,0,23.02,Despejado,8000,11.44,271.0,0,96.0,1182.0,102.66666666666667,101.28571428571429,116.0,303.8571428571429,16.823695345557123,1400.142857142857,5.60789844851904,0,12,18,0
2024-03-19,HZ-Atun-Agua-140g,CEDI_Norte,82,1644,3,0,23.92,Lluvia,8000,10.75,285.0,0,109.0,1704.0,102.33333333333333,102.85714285714286,116.0,308.57142857142856,15.983333333333333,1335.4285714285716,5.327777777777778,1,12,19,0
2024-03-20,HZ-Atun-Agua-140g,CEDI_Norte,99,677,3,0,23.85,Despejado,8000,7.94,289.0,0,82.0,1644.0,95.66666666666667,102.0,116.0,306.0,6.637254901960785,371.0,2.212418300653595,2,12,20,0
2024-03-21,HZ-Atun-Agua-140g,CEDI_Norte,90,1804,3,0,23.59,Despejado,8000,9.8,308.0,0,99.0,677.0,96.66666666666667,102.0,116.0,306.0,17.686274509803923,1498.0,5.895424836601308,3,12,21,0
2024-03-22,HZ-Atun-Agua-140g,CEDI_Norte,96,101,3,1,23.25,Lluvia,8000,11.07,333.0,1,90.0,1804.0,90.33333333333333,98.28571428571429,110.0,294.8571428571429,1.0276162790697674,-193.8571428571429,0.3425387596899224,4,12,22,1
2024-03-23,HZ-Atun-Agua-140g,CEDI_Norte,103,632,3,0,22.93,Despejado,8000,8.89,339.0,0,96.0,101.0,95.0,96.28571428571429,109.0,288.8571428571429,6.563798219584569,343.1428571428571,2.187932739861523,5,12,23,0
2024-03-24,HZ-Atun-Agua-140g,CEDI_Norte,109,1116,3,0,24.45,Tormenta,8000,10.04,339.0,0,103.0,632.0,96.33333333333333,96.42857142857143,109.0,289.2857142857143,11.573333333333332,826.7142857142858,3.8577777777777778,6,12,24,0
2024-03-25,HZ-Atun-Agua-140g,CEDI_Norte,121,364,3,0,23.47,Despejado,8000,11.39,313.0,0,109.0,1116.0,102.66666666666667,98.28571428571429,109.0,294.8571428571429,3.703488372093023,69.14285714285711,1.2344961240310077,0,13,25,0
2024-03-26,HZ-Atun-Agua-140g,CEDI_Norte,109,868,3,0,23.02,Despejado,8000,10.58,298.0,0,121.0,364.0,111.0,100.0,121.0,300.0,8.68,568.0,2.8933333333333335,1,13,26,0
2024-03-27,HZ-Atun-Agua-140g,CEDI_Norte,109,1321,3,0,23.69,Despejado,8000,10.75,290.0,0,109.0,868.0,113.0,103.85714285714286,121.0,311.57142857142856,12.71939477303989,1009.4285714285714,4.239798257679963,2,13,27,0
2024-03-28,HZ-Atun-Agua-140g,CEDI_Norte,95,1395,3,0,24.1,Lluvia,8000,10.98,284.0,0,109.0,1321.0,113.0,105.28571428571429,121.0,315.8571428571429,13.24966078697422,1079.142857142857,4.416553595658073,3,13,28,0
2024-03-29,HZ-Atun-Agua-140g,CEDI_Norte,94,362,3,0,23.41,Despejado,8000,10.01,283.0,0,95.0,1395.0,104.33333333333333,106.0,121.0,318.0,3.4150943396226414,44.0,1.1383647798742138,4,13,29,0
2024-03-30,HZ-Atun-Agua-140g,CEDI_Norte,101,315,3,1,23.26,Despejado,8000,11.32,288.0,0,94.0,362.0,99.33333333333333,105.71428571428571,121.0,317.1428571428571,2.97972972972973,-2.1428571428571104,0.9932432432432433,5,13,30,1
2024-03-31,HZ-Atun-Agua-140g,CEDI_Norte,89,805,3,0,22.71,Lluvia,8000,11.98,314.0,0,101.0,315.0,96.66666666666667,105.42857142857143,121.0,316.2857142857143,7.63550135501355,488.7142857142857,2.54516711833785,6,13,31,0
2024-04-01,HZ-Atun-Agua-140g,CEDI_Norte,93,608,3,1,23.46,Despejado,8000,10.63,325.0,0,89.0,805.0,94.66666666666667,102.57142857142857,121.0,307.7142857142857,5.927576601671309,300.2857142857143,1.9758588672237696,0,14,1,1
2024-04-02,HZ-Atun-Agua-140g,CEDI_Norte,106,174,3,0,23.74,Despejado,8000,11.52,307.0,1,93.0,608.0,94.33333333333333,98.57142857142857,109.0,295.7142857142857,1.7652173913043478,-121.71428571428572,0.5884057971014492,1,14,2,0
2024-04-03,HZ-Atun-Agua-140g,CEDI_Norte,115,830,3,0,24.07,Despejado,8000,11.74,281.0,0,106.0,174.0,96.0,98.14285714285714,109.0,294.42857142857144,8.457059679767104,535.5714285714286,2.819019893255701,2,14,3,0
2024-04-04,HZ-Atun-Agua-140g,CEDI_Norte,104,1348,3,0,23.13,Despejado,8000,9.97,283.0,0,115.0,830.0,104.66666666666667,99.0,115.0,297.0,13.616161616161616,1051.0,4.538720538720539,3,14,4,0
2024-04-05,HZ-Atun-Agua-140g,CEDI_Norte,88,200,3,1,22.57,Despejado,8000,10.61,300.0,1,104.0,1348.0,108.33333333333333,100.28571428571429,115.0,300.8571428571429,1.9943019943019942,-100.85714285714289,0.664767331433998,4,14,5,1
2024-04-06,HZ-Atun-Agua-140g,CEDI_Norte,89,865,3,0,22.71,Despejado,8000,9.28,319.0,0,88.0,200.0,102.33333333333333,99.42857142857143,115.0,298.2857142857143,8.699712643678161,566.7142857142858,2.899904214559387,5,14,6,0
2024-04-07,HZ-Atun-Agua-140g,CEDI_Norte,106,70,3,0,23.64,Lluvia,8000,9.89,321.0,1,89.0,865.0,93.66666666666667,97.71428571428571,115.0,293.1428571428571,0.716374269005848,-223.1428571428571,0.23879142300194933,6,14,7,0
2024-04-08,HZ-Atun-Agua-140g,CEDI_Norte,105,1406,3,0,23.21,Despejado,8000,9.56,295.0,0,106.0,70.0,94.33333333333333,100.14285714285714,115.0,300.42857142857144,14.03994293865906,1105.5714285714284,4.67998097955302,0,15,8,0
2024-04-09,HZ-Atun-Agua-140g,CEDI_Norte,108,1874,3,0,23.06,Lluvia,8000,11.27,294.0,0,105.0,1406.0,100.0,101.85714285714286,115.0,305.57142857142856,18.398316970546983,1568.4285714285716,6.1327723235156615,1,15,9,0
2024-04-10,HZ-Atun-Agua-140g,CEDI_Norte,108,261,3,0,23.42,Lluvia,8000,9.67,293.0,1,108.0,1874.0,106.33333333333333,102.14285714285714,115.0,306.42857142857144,2.5552447552447553,-45.428571428571445,0.8517482517482518,2,15,10,0
2024-04-11,HZ-Atun-Agua-140g,CEDI_Norte,79,1938,3,0,23.08,Despejado,8000,9.09,315.0,0,108.0,261.0,107.0,101.14285714285714,108.0,303.42857142857144,19.161016949152543,1634.5714285714284,6.387005649717514,3,15,11,0
2024-04-12,HZ-Atun-Agua-140g,CEDI_Norte,107,902,3,0,24.07,Despejado,8000,11.52,305.0,0,79.0,1938.0,98.33333333333333,97.57142857142857,108.0,292.7142857142857,9.244509516837482,609.2857142857142,3.0815031722791604,4,15,12,0
2024-04-13,HZ-Atun-Agua-140g,CEDI_Norte,107,1285,3,0,23.94,Tormenta,8000,9.38,297.0,0,107.0,902.0,98.0,100.28571428571429,108.0,300.8571428571429,12.813390313390313,984.1428571428571,4.271130104463437,5,15,13,0
2024-04-14,HZ-Atun-Agua-140g,CEDI_Norte,101,497,3,0,22.99,Despejado,8000,10.56,296.0,0,107.0,1285.0,97.66666666666667,102.85714285714286,108.0,308.57142857142856,4.831944444444444,188.42857142857144,1.6106481481481483,6,15,14,0
2024-04-15,HZ-Atun-Agua-140g,CEDI_Norte,97,967,3,0,22.89,Tormenta,8000,10.82,299.0,0,101.0,497.0,105.0,102.14285714285714,108.0,306.42857142857144,9.467132867132868,660.5714285714286,3.1557109557109557,0,16,15,0
2024-04-16,HZ-Atun-Agua-140g,CEDI_Norte,99,1343,3,0,22.77,Despejado,8000,10.08,297.0,0,97.0,967.0,101.66666666666667,101.0,108.0,303.0,13.297029702970297,1040.0,4.432343234323432,1,16,16,0
2024-04-17,HZ-Atun-Agua-140g,CEDI_Norte,100,355,3,1,24.23,Despejado,8000,9.76,295.0,0,99.0,1343.0,99.0,99.71428571428571,108.0,299.1428571428571,3.5601719197707737,55.85714285714289,1.1867239732569246,2,16,17,1
2024-04-18,HZ-Atun-Agua-140g,CEDI_Norte,100,920,3,1,23.07,Despejado,8000,9.76,300.0,0,100.0,355.0,98.66666666666667,98.57142857142857,107.0,295.7142857142857,9.333333333333334,624.2857142857142,3.111111111111111,3,16,18,1
2024-04-19,HZ-Atun-Agua-140g,CEDI_Norte,97,432,3,0,24.26,Lluvia,8000,11.54,298.0,0,100.0,920.0,99.66666666666667,101.57142857142857,107.0,304.7142857142857,4.253164556962026,127.28571428571428,1.4177215189873418,4,16,19,0
2024-04-20,HZ-Atun-Agua-140g,CEDI_Norte,98,116,3,1,23.05,Despejado,8000,11.02,284.0,1,97.0,432.0,99.0,100.14285714285714,107.0,300.42857142857144,1.158345221112696,-184.42857142857144,0.38611507370423204,5,16,20,1
