Fecha,SKU_ID,CEDI,Ventas_Unidades,Stock_Actual,Lead_Time_Dias,Promocion_Activa,Precio_Combustible_MXN,Clima,Costo_Quiebre_Stock_Diario,Costo_Transferencia_Unidad,Demanda_Futura_LT,Target_Riesgo_Quiebre,Ventas_Lag_1d,Stock_Lag_1d,Ventas_Media_3d,Ventas_Media_7d,Ventas_Max_7d,Demanda_Estimada_LT,Dias_Cobertura,Gap_Estimado_LT,Ratio_Cobertura_LT,Dia_Semana,Semana_Anio,Dia_Mes,Promocion_Activa_Num,Riesgo_Probabilidad,Alerta_Riesgo
2024-03-12,HZ-Atun-Agua-140g,CEDI_Bajio,105,1763,5,0,23.44,Despejado,8000,11.49,496.0,0,85.0,603.0,84.0,94.14285714285714,106.0,470.71428571428567,18.726858877086496,1292.2857142857142,3.7453717754172993,1,11,12,0,0.00050125405,0
2024-03-13,HZ-Atun-Agua-140g,CEDI_Bajio,85,1103,5,1,24.14,Despejado,8000,11.17,524.0,0,105.0,1763.0,91.33333333333331,94.85714285714286,106.0,474.28571428571433,11.62801204819277,628.7142857142857,2.325602409638554,2,11,13,1,0.00062383706,0
2024-03-14,HZ-Atun-Agua-140g,CEDI_Bajio,104,70,5,0,22.94,Despejado,8000,11.07,526.0,1,85.0,1103.0,91.66666666666669,92.71428571428572,106.0,463.57142857142856,0.7550077041602465,-393.57142857142856,0.1510015408320493,3,11,14,0,0.9997756,1
2024-03-15,HZ-Atun-Agua-140g,CEDI_Bajio,105,985,5,0,23.04,Despejado,8000,11.0,511.0,0,104.0,70.0,98.0,92.42857142857144,105.0,462.1428571428572,10.656877897990729,522.8571428571429,2.1313755795981453,4,11,15,0,0.0015445241,0
2024-03-16,HZ-Atun-Agua-140g,CEDI_Bajio,105,651,5,1,23.26,Despejado,8000,10.65,512.0,0,105.0,985.0,98.0,93.0,105.0,465.0,7.0,186.0,1.4,5,11,16,1,0.0013036658,0
2024-03-17,HZ-Atun-Agua-140g,CEDI_Bajio,97,706,5,0,24.33,Despejado,8000,12.06,512.0,0,105.0,651.0,104.66666666666669,96.14285714285714,105.0,480.71428571428567,7.343239227340268,225.28571428571436,1.4686478454680536,6,11,17,0,0.0016365205,0
2024-03-18,HZ-Atun-Agua-140g,CEDI_Bajio,113,1923,5,1,23.93,Despejado,8000,10.36,502.0,0,97.0,706.0,102.33333333333331,98.0,105.0,490.0,19.62244897959184,1433.0,3.924489795918368,0,12,18,1,0.0003747447,0
2024-03-19,HZ-Atun-Agua-140g,CEDI_Bajio,106,1955,5,0,23.08,Despejado,8000,12.59,488.0,0,113.0,1923.0,105.0,102.0,113.0,510.0,19.166666666666668,1445.0,3.8333333333333335,1,12,19,0,0.0002646743,0
2024-03-20,HZ-Atun-Agua-140g,CEDI_Bajio,90,1452,5,1,22.81,Lluvia,8000,10.04,514.0,0,106.0,1955.0,105.33333333333331,102.14285714285714,113.0,510.71428571428567,14.215384615384616,941.2857142857144,2.8430769230769237,2,12,20,1,0.00027264183,0
2024-03-21,HZ-Atun-Agua-140g,CEDI_Bajio,106,1356,5,0,23.91,Despejado,8000,12.04,499.0,0,90.0,1452.0,103.0,102.85714285714286,113.0,514.2857142857143,13.183333333333334,841.7142857142857,2.6366666666666663,3,12,21,0,0.00021023679,0
2024-03-22,HZ-Atun-Agua-140g,CEDI_Bajio,97,506,5,0,23.01,Despejado,8000,11.03,511.0,1,106.0,1356.0,100.66666666666669,103.14285714285714,113.0,515.7142857142857,4.905817174515236,-9.714285714285666,0.9811634349030472,4,12,22,0,0.9564837,0
2024-03-23,HZ-Atun-Agua-140g,CEDI_Bajio,103,783,5,1,22.81,Despejado,8000,10.53,495.0,0,97.0,506.0,97.66666666666669,102.0,113.0,510.0,7.676470588235294,273.0,1.535294117647059,5,12,23,1,0.0006710568,0
2024-03-24,HZ-Atun-Agua-140g,CEDI_Bajio,92,1820,5,0,23.81,Despejado,8000,9.7,502.0,0,103.0,783.0,102.0,101.71428571428572,113.0,508.57142857142856,17.893258426966295,1311.4285714285716,3.5786516853932584,6,12,24,0,0.000111522735,0
2024-03-25,HZ-Atun-Agua-140g,CEDI_Bajio,116,528,5,0,22.79,Lluvia,8000,11.31,490.0,0,92.0,1820.0,97.33333333333331,101.0,113.0,505.0,5.227722772277228,23.0,1.0455445544554456,0,13,25,0,0.20525424,0
2024-03-26,HZ-Atun-Agua-140g,CEDI_Bajio,91,1906,5,0,23.82,Lluvia,8000,10.81,494.0,0,116.0,528.0,103.66666666666669,101.42857142857144,116.0,507.1428571428572,18.791549295774647,1398.857142857143,3.7583098591549295,1,13,26,0,0.00014639359,0
2024-03-27,HZ-Atun-Agua-140g,CEDI_Bajio,109,288,5,0,22.63,Tormenta,8000,11.99,486.0,1,91.0,1906.0,99.66666666666669,99.28571428571428,116.0,496.4285714285714,2.9007194244604317,-208.42857142857144,0.5801438848920863,2,13,27,0,0.9985783,1
2024-03-28,HZ-Atun-Agua-140g,CEDI_Bajio,87,363,5,0,23.72,Despejado,8000,9.77,499.0,1,109.0,288.0,105.33333333333331,102.0,116.0,510.0,3.5588235294117645,-147.0,0.711764705882353,3,13,28,0,0.99664426,0
2024-03-29,HZ-Atun-Agua-140g,CEDI_Bajio,99,430,5,0,23.3,Despejado,8000,11.23,498.0,1,87.0,363.0,95.66666666666669,99.28571428571428,116.0,496.4285714285714,4.330935251798561,-66.42857142857144,0.8661870503597122,4,13,29,0,0.9964456,0
2024-03-30,HZ-Atun-Agua-140g,CEDI_Bajio,104,160,5,0,23.98,Despejado,8000,12.33,495.0,1,99.0,430.0,98.33333333333331,99.57142857142856,116.0,497.8571428571428,1.6068866571018652,-337.85714285714283,0.321377331420373,5,13,30,0,0.99725324,0
2024-03-31,HZ-Atun-Agua-140g,CEDI_Bajio,95,1039,5,0,23.26,Lluvia,8000,10.13,500.0,0,104.0,160.0,96.66666666666669,99.71428571428572,116.0,498.57142857142856,10.41977077363897,540.4285714285714,2.0839541547277936,6,13,31,0,8.4484855e-05,0
2024-04-01,HZ-Atun-Agua-140g,CEDI_Bajio,101,1518,5,0,23.76,Despejado,8000,10.02,483.0,0,95.0,1039.0,99.33333333333331,100.14285714285714,116.0,500.71428571428567,15.158345221112697,1017.2857142857144,3.03166904422254,0,14,1,0,9.178394e-05,0
2024-04-02,HZ-Atun-Agua-140g,CEDI_Bajio,100,1793,5,0,24.1,Despejado,8000,9.02,476.0,0,101.0,1518.0,100.0,98.0,109.0,490.0,18.29591836734694,1303.0,3.659183673469388,1,14,2,0,0.00021460271,0
2024-04-03,HZ-Atun-Agua-140g,CEDI_Bajio,98,1629,5,0,23.33,Lluvia,8000,9.73,483.0,0,100.0,1793.0,98.66666666666669,99.28571428571428,109.0,496.4285714285714,16.407194244604316,1132.5714285714284,3.281438848920863,2,14,3,0,0.00016283948,0
2024-04-04,HZ-Atun-Agua-140g,CEDI_Bajio,101,1021,5,0,23.73,Despejado,8000,10.69,481.0,0,98.0,1629.0,99.66666666666669,97.71428571428572,104.0,488.57142857142856,10.448830409356724,532.4285714285714,2.0897660818713453,3,14,4,0,0.00048224028,0
2024-04-05,HZ-Atun-Agua-140g,CEDI_Bajio,100,502,5,0,23.11,Lluvia,8000,9.22,494.0,0,101.0,1021.0,99.66666666666669,99.71428571428572,104.0,498.57142857142856,5.034383954154728,3.428571428571445,1.0068767908309455,4,14,5,0,0.20969437,0
2024-04-06,HZ-Atun-Agua-140g,CEDI_Bajio,84,759,5,0,24.3,Lluvia,8000,9.6,494.0,0,100.0,502.0,99.66666666666669,99.85714285714286,104.0,499.28571428571433,7.600858369098712,259.71428571428567,1.5201716738197424,5,14,6,0,0.00031637898,0
2024-04-07,HZ-Atun-Agua-140g,CEDI_Bajio,93,134,5,0,23.47,Despejado,8000,10.73,488.0,1,84.0,759.0,95.0,97.0,101.0,485.0,1.381443298969072,-351.0,0.2762886597938144,6,14,7,0,0.9994081,1
2024-04-08,HZ-Atun-Agua-140g,CEDI_Bajio,105,1688,5,0,23.71,Despejado,8000,7.73,484.0,0,93.0,134.0,92.33333333333331,96.71428571428572,101.0,483.57142857142856,17.45347119645495,1204.4285714285716,3.4906942392909897,0,15,8,0,0.00028852996,0
2024-04-09,HZ-Atun-Agua-140g,CEDI_Bajio,99,471,5,0,23.9,Despejado,8000,11.97,471.0,1,105.0,1688.0,94.0,97.28571428571428,105.0,486.4285714285714,4.841409691629956,-15.428571428571445,0.9682819383259912,1,15,9,0,0.9919022,0
2024-04-10,HZ-Atun-Agua-140g,CEDI_Bajio,113,109,5,0,23.0,Despejado,8000,10.37,451.0,1,99.0,471.0,99.0,97.14285714285714,105.0,485.71428571428567,1.1220588235294118,-376.71428571428567,0.2244117647058823,2,15,10,0,0.99949205,1
2024-04-11,HZ-Atun-Agua-140g,CEDI_Bajio,84,1943,5,0,23.59,Despejado,8000,10.89,483.0,0,113.0,109.0,105.66666666666669,99.28571428571428,113.0,496.4285714285714,19.56978417266187,1446.5714285714284,3.913956834532374,3,15,11,0,0.00015272305,0
2024-04-12,HZ-Atun-Agua-140g,CEDI_Bajio,87,167,5,0,23.01,Despejado,8000,9.67,505.0,1,84.0,1943.0,98.66666666666669,96.85714285714286,113.0,484.28571428571433,1.7241887905604718,-317.28571428571433,0.3448377581120944,4,15,12,0,0.9986051,1
2024-04-13,HZ-Atun-Agua-140g,CEDI_Bajio,101,1860,5,0,22.92,Tormenta,8000,8.77,492.0,0,87.0,167.0,94.66666666666669,95.0,113.0,475.0,19.57894736842105,1385.0,3.9157894736842103,5,15,13,0,0.00042013582,0
2024-04-14,HZ-Atun-Agua-140g,CEDI_Bajio,86,1319,5,0,23.32,Despejado,8000,10.32,513.0,0,101.0,1860.0,90.66666666666669,97.42857142857144,113.0,487.1428571428572,13.538123167155424,831.8571428571429,2.707624633431085,6,15,14,0,0.00023389174,0
2024-04-15,HZ-Atun-Agua-140g,CEDI_Bajio,93,1670,5,1,22.97,Despejado,8000,10.93,534.0,0,86.0,1319.0,91.33333333333331,96.42857142857144,113.0,482.1428571428572,17.31851851851852,1187.857142857143,3.4637037037037035,0,16,15,1,0.00077410124,0
2024-04-16,HZ-Atun-Agua-140g,CEDI_Bajio,116,1120,5,0,23.41,Lluvia,8000,10.7,508.0,0,93.0,1670.0,93.33333333333331,94.71428571428572,113.0,473.57142857142856,11.82503770739065,646.4285714285714,2.3650075414781297,1,16,16,0,0.00030198053,0
2024-04-17,HZ-Atun-Agua-140g,CEDI_Bajio,109,1256,5,0,22.8,Tormenta,8000,9.9,487.0,0,116.0,1120.0,98.33333333333331,97.14285714285714,116.0,485.71428571428567,12.929411764705884,770.2857142857143,2.5858823529411765,2,16,17,0,0.00036402466,0
2024-04-18,HZ-Atun-Agua-140g,CEDI_Bajio,88,252,5,0,23.72,Despejado,8000,10.55,521.0,1,109.0,1256.0,106.0,96.57142857142856,116.0,482.8571428571428,2.609467455621302,-230.85714285714283,0.5218934911242604,3,16,18,0,0.99901175,1
2024-04-19,HZ-Atun-Agua-140g,CEDI_Bajio,107,1722,5,0,24.05,Despejado,8000,11.94,524.0,0,88.0,252.0,104.33333333333331,97.14285714285714,116.0,485.71428571428567,17.726470588235294,1236.2857142857142,3.54529411764706,4,16,19,0,0.00026897195,0
2024-04-20,HZ-Atun-Agua-140g,CEDI_Bajio,114,249,5,0,23.63,Lluvia,8000,9.6,515.0,1,107.0,1722.0,101.33333333333331,100.0,116.0,500.0,2.49,-251.0,0.498,5,16,20,0,0.99774534,1
2024-04-21,HZ-Atun-Agua-140g,CEDI_Bajio,90,144,5,0,23.32,Despejado,8000,10.61,520.0,1,114.0,249.0,103.0,101.85714285714286,116.0,509.28571428571433,1.4137447405329593,-365.28571428571433,0.2827489481065918,6,16,21,0,0.99654925,0
2024-04-22,HZ-Atun-Agua-140g,CEDI_Bajio,88,1898,5,0,23.14,Despejado,8000,10.16,527.0,0,90.0,144.0,103.66666666666669,102.42857142857144,116.0,512.1428571428571,18.52998605299861,1385.857142857143,3.705997210599721,0,17,22,0,0.00010891092,0
2024-04-23,HZ-Atun-Agua-140g,CEDI_Bajio,122,1536,5,0,23.79,Tormenta,8000,11.0,511.0,0,88.0,1898.0,97.33333333333331,101.71428571428572,116.0,508.57142857142856,15.10112359550562,1027.4285714285716,3.020224719101124,1,17,23,0,0.00021321398,0
2024-04-24,HZ-Atun-Agua-140g,CEDI_Bajio,110,1418,5,0,23.72,Despejado,8000,11.77,495.0,0,122.0,1536.0,100.0,102.57142857142856,122.0,512.8571428571429,13.82451253481894,905.1428571428572,2.764902506963788,2,17,24,0,0.00013306021,0
2024-03-01,HZ-Atun-Agua-140g,CEDI_Norte,86,1842,3,0,23.11,Despejado,8000,9.66,302.0,0,86.0,1842.0,86.0,86.0,86.0,258.0,21.41860465116279,1584.0,7.1395348837209305,4,9,1,0,0.00047506797,0
2024-03-02,HZ-Atun-Agua-140g,CEDI_Norte,102,1585,3,0,23.39,Despejado,8000,11.21,286.0,0,86.0,1842.0,86.0,86.0,86.0,258.0,18.430232558139537,1327.0,6.1434108527131785,5,9,2,0,0.0006347806,0
2024-03-03,HZ-Atun-Agua-140g,CEDI_Norte,98,788,3,1,22.61,Lluvia,8000,9.28,287.0,0,102.0,1585.0,94.0,94.0,102.0,282.0,8.382978723404255,506.0,2.794326241134752,6,9,3,1,0.0016039824,0
2024-03-04,HZ-Atun-Agua-140g,CEDI_Norte,102,763,3,0,23.34,Despejado,8000,8.9,276.0,0,98.0,788.0,95.33333333333331,95.33333333333331,102.0,286.0,8.003496503496503,477.0,2.667832167832168,0,10,4,0,0.00053168624,0
2024-03-05,HZ-Atun-Agua-140g,CEDI_Norte,86,1805,3,1,24.4,Lluvia,8000,10.43,300.0,0,102.0,763.0,100.66666666666669,97.0,102.0,291.0,18.608247422680414,1514.0,6.202749140893471,1,10,5,1,0.0007946214,0
2024-03-06,HZ-Atun-Agua-140g,CEDI_Norte,99,396,3,0,23.37,Despejado,8000,9.0,283.0,0,86.0,1805.0,95.33333333333331,94.8,102.0,284.4,4.177215189873418,111.60000000000002,1.3924050632911391,2,10,6,0,0.003902096,0
2024-03-07,HZ-Atun-Agua-140g,CEDI_Norte,91,1221,3,0,23.62,Tormenta,8000,10.73,278.0,0,99.0,396.0,95.66666666666669,95.5,102.0,286.5,12.785340314136125,934.5,4.261780104712042,3,10,7,0,0.0005718651,0
2024-03-08,HZ-Atun-Agua-140g,CEDI_Norte,110,1334,3,0,23.02,Despejado,8000,9.65,266.0,0,91.0,1221.0,92.0,94.85714285714286,102.0,284.57142857142856,14.063253012048191,1049.4285714285716,4.687751004016064,4,10,8,0,0.00047369758,0
2024-03-09,HZ-Atun-Agua-140g,CEDI_Norte,82,1439,3,1,23.95,Lluvia,8000,11.77,272.0,0,110.0,1334.0,100.0,98.28571428571428,110.0,294.8571428571429,14.640988372093023,1144.142857142857,4.880329457364341,5,10,9,1,0.00040587605,0
2024-03-10,HZ-Atun-Agua-140g,CEDI_Norte,86,331,3,0,23.43,Tormenta,8000,9.47,285.0,0,82.0,1439.0,94.33333333333331,95.42857142857144,110.0,286.2857142857143,3.468562874251497,44.71428571428572,1.156187624750499,6,10,10,0,0.035771344,0
2024-03-11,HZ-Atun-Agua-140g,CEDI_Norte,98,1634,3,0,23.32,Despejado,8000,10.95,303.0,0,86.0,331.0,92.66666666666669,93.71428571428572,110.0,281.1428571428571,17.4359756097561,1352.857142857143,5.8119918699187,0,11,11,0,0.00040099316,0
2024-03-12,HZ-Atun-Agua-140g,CEDI_Norte,88,1540,3,0,23.46,Lluvia,8000,9.02,325.0,0,98.0,1634.0,88.66666666666667,93.14285714285714,110.0,279.42857142857144,16.533742331288344,1260.5714285714284,5.511247443762781,1,11,12,0,0.00022943648,0
2024-03-13,HZ-Atun-Agua-140g,CEDI_Norte,99,1433,3,0,24.06,Despejado,8000,9.7,328.0,0,88.0,1540.0,90.66666666666669,93.42857142857144,110.0,280.2857142857143,15.337920489296636,1152.7142857142858,5.112640163098879,2,11,13,0,0.0003263166,0
2024-03-14,HZ-Atun-Agua-140g,CEDI_Norte,116,1921,3,0,24.08,Despejado,8000,10.26,308.0,0,99.0,1433.0,95.0,93.42857142857144,110.0,280.2857142857143,20.5611620795107,1640.7142857142858,6.853720693170235,3,11,14,0,0.000446652,0
2024-03-15,HZ-Atun-Agua-140g,CEDI_Norte,110,1871,3,0,23.92,Despejado,8000,11.05,307.0,0,116.0,1921.0,101.0,97.0,116.0,291.0,19.288659793814432,1580.0,6.429553264604811,4,11,15,0,0.00028206877,0
2024-03-16,HZ-Atun-Agua-140g,CEDI_Norte,102,1436,3,0,23.91,Despejado,8000,9.92,287.0,0,110.0,1871.0,108.33333333333331,97.0,116.0,291.0,14.804123711340209,1145.0,4.934707903780069,5,11,16,0,0.00016792842,0
2024-03-17,HZ-Atun-Agua-140g,CEDI_Norte,96,1182,3,0,23.42,Despejado,8000,10.03,290.0,0,102.0,1436.0,109.33333333333331,99.85714285714286,116.0,299.57142857142856,11.836909871244634,882.4285714285714,3.945636623748212,6,11,17,0,7.0425245e-05,0
2024-03-18,HZ-Atun-Agua-140g,CEDI_Norte,109,1704,3,0,23.02,Despejado,8000,11.44,271.0,0,96.0,1182.0,102.66666666666669,101.28571428571428,116.0,303.8571428571429,16.823695345557123,1400.142857142857,5.60789844851904,0,12,18,0,0.00022417108,0
2024-03-19,HZ-Atun-Agua-140g,CEDI_Norte,82,1644,3,0,23.92,Lluvia,8000,10.75,285.0,0,109.0,1704.0,102.33333333333331,102.85714285714286,116.0,308.57142857142856,15.983333333333333,1335.4285714285716,5.327777777777778,1,12,19,0,0.00017838283,0
2024-03-20,HZ-Atun-Agua-140g,CEDI_Norte,99,677,3,0,23.85,Despejado,8000,7.94,289.0,0,82.0,1644.0,95.66666666666669,102.0,116.0,306.0,6.637254901960785,371.0,2.212418300653595,2,12,20,0,0.00012405112,0
2024-03-21,HZ-Atun-Agua-140g,CEDI_Norte,90,1804,3,0,23.59,Despejado,8000,9.8,308.0,0,99.0,677.0,96.66666666666669,102.0,116.0,306.0,17.686274509803923,1498.0,5.895424836601308,3,12,21,0,8.902844e-05,0
2024-03-22,HZ-Atun-Agua-140g,CEDI_Norte,96,101,3,1,23.25,Lluvia,8000,11.07,333.0,1,90.0,1804.0,90.33333333333331,98.28571428571428,110.0,294.8571428571429,1.0276162790697674,-193.8571428571429,0.3425387596899224,4,12,22,1,0.9995517,1
2024-03-23,HZ-Atun-Agua-140g,CEDI_Norte,103,632,3,0,22.93,Despejado,8000,8.89,339.0,0,96.0,101.0,95.0,96.28571428571428,109.0,288.8571428571429,6.563798219584569,343.1428571428571,2.187932739861523,5,12,23,0,0.0014542463,0
2024-03-24,HZ-Atun-Agua-140g,CEDI_Norte,109,1116,3,0,24.45,Tormenta,8000,10.04,339.0,0,103.0,632.0,96.33333333333331,96.42857142857144,109.0,289.2857142857143,11.573333333333332,826.7142857142858,3.8577777777777778,6,12,24,0,0.00042693454,0
2024-03-25,HZ-Atun-Agua-140g,CEDI_Norte,121,364,3,0,23.47,Despejado,8000,11.39,313.0,0,109.0,1116.0,102.66666666666669,98.28571428571428,109.0,294.8571428571429,3.703488372093023,69.14285714285711,1.2344961240310075,0,13,25,0,0.05207878,0
2024-03-26,HZ-Atun-Agua-140g,CEDI_Norte,109,868,3,0,23.02,Despejado,8000,10.58,298.0,0,121.0,364.0,111.0,100.0,121.0,300.0,8.68,568.0,2.893333333333333,1,13,26,0,0.00027867293,0
2024-03-27,HZ-Atun-Agua-140g,CEDI_Norte,109,1321,3,0,23.69,Despejado,8000,10.75,290.0,0,109.0,868.0,113.0,103.85714285714286,121.0,311.57142857142856,12.71939477303989,1009.4285714285714,4.239798257679963,2,13,27,0,0.00013471014,0
2024-03-28,HZ-Atun-Agua-140g,CEDI_Norte,95,1395,3,0,24.1,Lluvia,8000,10.98,284.0,0,109.0,1321.0,113.0,105.28571428571428,121.0,315.8571428571429,13.24966078697422,1079.142857142857,4.416553595658073,3,13,28,0,0.00022061603,0
2024-03-29,HZ-Atun-Agua-140g,CEDI_Norte,94,362,3,0,23.41,Despejado,8000,10.01,283.0,0,95.0,1395.0,104.33333333333331,106.0,121.0,318.0,3.4150943396226414,44.0,1.1383647798742138,4,13,29,0,0.003346881,0
2024-03-30,HZ-Atun-Agua-140g,CEDI_Norte,101,315,3,1,23.26,Despejado,8000,11.32,288.0,0,94.0,362.0,99.33333333333331,105.71428571428572,121.0,317.1428571428571,2.97972972972973,-2.1428571428571104,0.9932432432432432,5,13,30,1,0.090325534,0
2024-03-31,HZ-Atun-Agua-140g,CEDI_Norte,89,805,3,0,22.71,Lluvia,8000,11.98,314.0,0,101.0,315.0,96.66666666666669,105.42857142857144,121.0,316.2857142857143,7.63550135501355,488.7142857142857,2.54516711833785,6,13,31,0,0.00036938355,0
2024-04-01,HZ-Atun-Agua-140g,CEDI_Norte,93,608,3,1,23.46,Despejado,8000,10.63,325.0,0,89.0,805.0,94.66666666666669,102.57142857142856,121.0,307.7142857142857,5.927576601671309,300.2857142857143,1.9758588672237696,0,14,1,1,0.00020877457,0
2024-04-02,HZ-Atun-Agua-140g,CEDI_Norte,106,174,3,0,23.74,Despejado,8000,11.52,307.0,1,93.0,608.0,94.33333333333331,98.57142857142856,109.0,295.7142857142857,1.7652173913043478,-121.71428571428572,0.5884057971014492,1,14,2,0,0.9993857,1
2024-04-03,HZ-Atun-Agua-140g,CEDI_Norte,115,830,3,0,24.07,Despejado,8000,11.74,281.0,0,106.0,174.0,96.0,98.14285714285714,109.0,294.42857142857144,8.457059679767104,535.5714285714286,2.819019893255701,2,14,3,0,0.00056475383,0
2024-04-04,HZ-Atun-Agua-140g,CEDI_Norte,104,1348,3,0,23.13,Despejado,8000,9.97,283.0,0,115.0,830.0,104.66666666666669,99.0,115.0,297.0,13.616161616161616,1051.0,4.538720538720539,3,14,4,0,0.00014932665,0
2024-04-05,HZ-Atun-Agua-140g,CEDI_Norte,88,200,3,1,22.57,Despejado,8000,10.61,300.0,1,104.0,1348.0,108.33333333333331,100.28571428571428,115.0,300.8571428571429,1.9943019943019944,-100.85714285714288,0.664767331433998,4,14,5,1,0.9994541,1
2024-04-06,HZ-Atun-Agua-140g,CEDI_Norte,89,865,3,0,22.71,Despejado,8000,9.28,319.0,0,88.0,200.0,102.33333333333331,99.42857142857144,115.0,298.2857142857143,8.699712643678161,566.7142857142858,2.899904214559387,5,14,6,0,0.00045796853,0
2024-04-07,HZ-Atun-Agua-140g,CEDI_Norte,106,70,3,0,23.64,Lluvia,8000,9.89,321.0,1,89.0,865.0,93.66666666666669,97.71428571428572,115.0,293.1428571428571,0.716374269005848,-223.1428571428571,0.2387914230019493,6,14,7,0,0.99846125,1
2024-04-08,HZ-Atun-Agua-140g,CEDI_Norte,105,1406,3,0,23.21,Despejado,8000,9.56,295.0,0,106.0,70.0,94.33333333333331,100.14285714285714,115.0,300.42857142857144,14.03994293865906,1105.5714285714284,4.67998097955302,0,15,8,0,9.350359e-05,0
2024-04-09,HZ-Atun-Agua-140g,CEDI_Norte,108,1874,3,0,23.06,Lluvia,8000,11.27,294.0,0,105.0,1406.0,100.0,101.85714285714286,115.0,305.57142857142856,18.398316970546983,1568.4285714285716,6.1327723235156615,1,15,9,0,0.00020835856,0
2024-04-10,HZ-Atun-Agua-140g,CEDI_Norte,108,261,3,0,23.42,Lluvia,8000,9.67,293.0,1,108.0,1874.0,106.33333333333331,102.14285714285714,115.0,306.42857142857144,2.5552447552447557,-45.428571428571445,0.8517482517482518,2,15,10,0,0.99703705,0
2024-04-11,HZ-Atun-Agua-140g,CEDI_Norte,79,1938,3,0,23.08,Despejado,8000,9.09,315.0,0,108.0,261.0,107.0,101.14285714285714,108.0,303.42857142857144,19.161016949152543,1634.5714285714284,6.387005649717514,3,15,11,0,0.00020193218,0
2024-04-12,HZ-Atun-Agua-140g,CEDI_Norte,107,902,3,0,24.07,Despejado,8000,11.52,305.0,0,79.0,1938.0,98.33333333333331,97.57142857142856,108.0,292.7142857142857,9.244509516837482,609.2857142857142,3.0815031722791604,4,15,12,0,0.0012590417,0
